rank,score,title,namespace,assembly,url
1777,177,IGetLocalPathForOpenCallback Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/05042f18-441f-70ef-51b9-ce84097f6ca1.htm
1778,177,StickElementProjectionY Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/140e1e06-2916-7a76-8f71-2ac5967ee9c7.htm
1779,177,StickElementProjectionZ Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/174346c5-e7f3-58f1-1495-3836c9f973e3.htm
1780,177,"Paint Method (ElementId, Face, FamilyParameter)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f59f8872-e8d7-5d00-0e8c-44a36a843861.htm
1781,177,IModelExportContext Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4309af43-f04e-4e42-2539-3fd1d64cdc6d.htm
1782,177,IExportContext Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7d0dc6df-db0e-6a07-3b42-8dde1bedb3c1.htm
1783,177,TemporaryViewMode Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8c0c72db-2801-3642-72bb-108cfdff23e1.htm
1784,177,ViewType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/bf04dabc-05a3-baf0-3564-f96c0bde3400.htm
1785,177,ViewDisplayBackgroundType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e18503c2-b9bc-0c87-9e5d-0fb47644aaa9.htm
1786,176,PlanViewDirection Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0cbd5e1c-6433-1dce-167f-cf170631c30d.htm
1787,176,ViewTemplateApplicationOption Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e844d7b8-0e29-cd97-d6b4-36b57ba050fd.htm
1788,176,SurfaceElementProjectionZ Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/ec727cc0-0b36-7e43-371e-329300a73d61.htm
1789,176,ViewportPositioning Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ef1bc472-5074-ae92-0d7e-37367c03546b.htm
1790,176,ViewPlacementOnSheetStatus Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f05c1c2c-b8d6-b9f3-d96c-bf24f5f0f6bf.htm
1791,176,DocumentType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f980a45e-61f3-de6e-9af3-9277d5537b4b.htm
1792,176,SpatialElementBoundaryLocation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/349e4292-28b6-cffa-e128-50ac5c90db36.htm
1793,176,"CheckoutElements Method (Document, ISet(ElementId), TransactWithCentralOptions)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/50d213af-17cb-b92a-6251-ce9a79e5ce5b.htm
1794,176,ViewportRotation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/517ccb28-82ff-c523-c372-d5d06daf1ff4.htm
1795,176,ViewDisplayBackgroundImageFlags Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/71eaa252-5e4c-ee0b-0096-fc06fddeff11.htm
1796,176,PlanViewRangeError Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/795ce613-6827-e526-23c5-0e60beb090b0.htm
1797,176,SpatialElementType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/80080af1-a780-e983-a178-4fe889194275.htm
1798,176,PlanViewPlane Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/80d20187-97ea-f6c0-a3a8-d5545e0b3863.htm
1799,176,SpatialElementTagOrientation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8cbdbfb2-84e0-c960-60bb-4d7db57181ca.htm
1800,176,ViewDiscipline Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/94363df8-8e46-3d70-8273-dfa0abaf2c46.htm
1801,176,SurfaceElementExtension Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/951ab38f-aede-43e8-8906-07e99cdc91c0.htm
1802,176,StickElementExtension Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/95d7aa54-0bda-c8ca-3d6a-7a1860e08eb0.htm
1803,176,TextElementBackground Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b0d50ea6-86c2-afcd-4e0c-34c59204384e.htm
1804,176,INavisworksExporter Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b389017c-d7af-f0a4-7440-e9dc30f47718.htm
1805,176,AnalyticalElementSelector Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/b8d93e4d-3543-637d-5a9d-affa1bced099.htm
1806,176,ElementOnPhaseStatus Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/bfc481cc-11c8-de0b-1d71-7b2ffa711780.htm
1807,176,IExporterIFC Interface,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/d032aa74-3835-7cfa-7a8e-b5a8c1f4f7d0.htm
1808,175,ISaveSharedCoordinatesCallbackForUnloadLocally Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/021f9320-4a8b-d6a3-2ae3-424e4752c37b.htm
1809,175,IFailuresPreprocessor Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/053c6262-d958-b1b6-44b7-35d0d83b5a43.htm
1810,175,IPointSetIterator Interface,Autodesk.Revit.DB.PointClouds,RevitAPI,https://www.revitapidocs.com/2024/fc13e8dc-133b-bb47-a784-d42608a7d8e4.htm
1811,175,IDuplicateTypeNamesHandler Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2fa855ba-6a1a-b0af-8079-10415ff7e2d3.htm
1812,175,ViewPlanType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/52b74ffe-5460-85bb-b68d-002fa32035b1.htm
1813,175,IExportContextBase Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/6691ecd5-a88a-1f58-7a71-a8f6233b6c51.htm
1814,175,IIFCImporterServer Interface,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/9fff7078-273b-363b-04f5-b4adcd4a5590.htm
1815,174,IPrintSetting Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/fec3af2e-1c5d-8a84-6bf3-37f1d2633007.htm
1816,174,IRebarUpdateServer Interface,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/3e845cad-eca0-ccb3-785b-48a32a9f2677.htm
1817,174,"CreateSchedule Method (Document, ElementId, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/647440c1-dafc-61ba-0856-826fa408de9d.htm
1818,174,"GetSplittingCurves Method (Document, ElementId, Plane)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c628a082-da8c-7698-5b76-d2eaf49d6381.htm
1819,173,"SendBackward Method (Document, View, ICollection(ElementId))",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0d971884-a987-7ca9-6e13-e7c9fe030109.htm
1820,173,"SendToBack Method (Document, View, ICollection(ElementId))",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/edd4a515-1f60-c99f-09f5-865be893ea24.htm
1821,173,"BringForward Method (Document, View, ICollection(ElementId))",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/fbf91f76-0c21-37dc-c69f-609c85753209.htm
1822,173,"ParameterDownloadOptions Constructor (ISet(ElementId), Boolean, Boolean, ForgeTypeId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/fed9a4a4-fb8e-6d5b-23e1-73e53d1be823.htm
1823,173,IOpenFromCloudCallback Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/266c8a04-c451-539d-8885-1626b131931d.htm
1824,173,"BringForward Method (Document, View, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3110546a-c758-af2d-d5b1-2d5581f18555.htm
1825,173,"BringToFront Method (Document, View, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/734b7f03-6c46-b4b8-f3ed-c370df205e7b.htm
1826,173,IMultiServerService Interface,Autodesk.Revit.DB.ExternalService,RevitAPI,https://www.revitapidocs.com/2024/9704c8c0-2095-37e7-f17c-56d27ff44ed6.htm
1827,173,"SendBackward Method (Document, View, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9d2f8369-7929-06a9-98c2-cff426963ba2.htm
1828,173,"BringToFront Method (Document, View, ICollection(ElementId))",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b6cec4f5-c4ef-d4c6-cdb8-1e92997e019c.htm
1829,173,BuiltInCategory Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ba1c5b30-242f-5fdc-8ea9-ec3b61e6e722.htm
1830,172,"SendToBack Method (Document, View, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/28209b7b-e75e-36d9-f916-d1cdaebe051d.htm
1831,172,"FilteredElementCollector Constructor (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/6359776d-915e-f8a2-4147-b31024671ee1.htm
1832,172,IExternalServer Interface,Autodesk.Revit.DB.ExternalService,RevitAPI,https://www.revitapidocs.com/2024/91e4af0b-59c0-d640-107a-eebc4d99fa76.htm
1833,172,ScheduleFieldType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9888db7d-00d0-4fd7-a1a9-cdd1fb5fce16.htm
1834,172,ScheduleFilterType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9b696f55-de40-8739-8cfb-decd51995cff.htm
1835,172,ISingleServerService Interface,Autodesk.Revit.DB.ExternalService,RevitAPI,https://www.revitapidocs.com/2024/ae967a42-6490-07ed-7976-71d324d250c4.htm
1836,172,IPhotoRenderContext Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d09d4ea2-1090-f2b9-8073-5fb8a796babf.htm
1837,172,IPointCloudAccess Interface,Autodesk.Revit.DB.PointClouds,RevitAPI,https://www.revitapidocs.com/2024/d5e8d1d7-9375-ce6b-ff4f-6d4764c92736.htm
1838,171,ISaveSharedCoordinatesCallback Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ed4eac2a-d482-7760-2ae7-855611d09c46.htm
1839,171,ICentralLockedCallback Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ed94c7da-d506-5d51-d261-306c3a2a69a6.htm
1840,171,IPipePlumbingFixtureFlowServer Interface,Autodesk.Revit.DB.Plumbing,RevitAPI,https://www.revitapidocs.com/2024/ef369072-84eb-cace-a564-335aed35626b.htm
1841,171,IATFTranslationServer Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f76b11ae-7465-adca-48f5-1100767becbf.htm
1842,171,IPipeFittingAndAccessoryPressureDropServer Interface,Autodesk.Revit.DB.Plumbing,RevitAPI,https://www.revitapidocs.com/2024/27a15d91-2dcb-41f3-b818-9c6d3c6e17a3.htm
1843,171,PanelSchedulePhaseLoadType Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/2cb63f63-82e9-9838-fb97-82bb11078d62.htm
1844,171,IExternalService Interface,Autodesk.Revit.DB.ExternalService,RevitAPI,https://www.revitapidocs.com/2024/37fe86a0-0668-5908-9966-dfac0e0c1fe3.htm
1845,171,SelectableInViewFilter Class,Autodesk.Revit.UI.Selection,RevitAPIUI,https://www.revitapidocs.com/2024/4def5498-f47f-870c-ea25-0408b6603dac.htm
1846,171,IPipePressureDropServer Interface,Autodesk.Revit.DB.Plumbing,RevitAPI,https://www.revitapidocs.com/2024/5f6479aa-4e07-560d-f505-16d44cdd795c.htm
1847,171,OrdinateDimensionLineStyle Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/6051744a-13fa-3a9d-d23b-07b2d29f87f4.htm
1848,171,IStructuralSectionsServer Interface,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/714479c6-07ea-2832-7f8d-a3a759a44aed.htm
1849,171,RebarConstraintTargetHostFaceType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/71dafbc2-6ff2-5931-9d31-66f206a65476.htm
1850,171,IDirectContext3DServer Interface,Autodesk.Revit.DB.DirectContext3D,RevitAPI,https://www.revitapidocs.com/2024/7709521d-9954-ef80-1f13-3bc6ee660d5d.htm
1851,171,BendingDetailAngularDimensionsDisplayOptions Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/78ee1054-d537-da6f-f244-adc2bdc84408.htm
1852,171,IDataConversionMonitor Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7afa9e0c-a245-f215-77fa-9201f25dc6ad.htm
1853,171,WallLocationLine Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/87090d88-570b-6f84-cf87-63414b51ece0.htm
1854,171,"CreateSingleCategorySchedule Method (Document, ElementId, ElementId, ElementId, Boolean)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/935a90c4-80e7-7dd7-7f78-592e4f458d5e.htm
1855,171,IExternalDBApplication Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/97318be3-45c4-d93b-ee7b-174fa80ab951.htm
1856,171,IDuctPressureDropServer Interface,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/a10ca03f-4146-c0c0-7783-86682fa869cd.htm
1857,171,SolidCurveIntersectionMode Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a5221b6d-c361-3380-a87c-29e9abe33706.htm
1858,171,BendingDetailAngularDimensionsMeasurementOptions Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/b43ed982-270c-6a7b-ceaa-486265a1bcda.htm
1859,171,IMemberForcesServer Interface,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/b644f481-b5e5-0368-4dce-cf1cb068cbc1.htm
1860,171,IOnLocalLinkSharedCoordinatesSavedCallback Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b6b41945-2aa8-0089-c05b-87aaf3d6fd42.htm
1861,171,IPointCloudEngine Interface,Autodesk.Revit.DB.PointClouds,RevitAPI,https://www.revitapidocs.com/2024/c444fe12-e214-eac3-e934-bd3aa84b70ca.htm
1862,171,PromptForFamilyInstancePlacementOptions Class,Autodesk.Revit.UI,RevitAPIUI,https://www.revitapidocs.com/2024/d321705f-3f3a-bdcd-759a-882f9f62964a.htm
1863,171,IExternalData Interface,Autodesk.Revit.DB.ExternalService,RevitAPI,https://www.revitapidocs.com/2024/d4f0854f-3b67-c60e-1696-8cffbaba065a.htm
1864,171,IDuctFittingAndAccessoryPressureDropServer Interface,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/de29d659-b390-4855-425b-72cb918a3b7a.htm
1865,171,CurvedEdgeConditionParam Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e37cd05c-8373-55b8-dd1f-e1df492ad4be.htm
1866,170,IExtension Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/02355f63-69e9-ae86-31bf-c42c18beef46.htm
1867,170,"CreateMaskingRegion Method (Document, ElementId, IList(CurveLoop))",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0ea5b3f7-44f2-db69-a132-4de060404312.htm
1868,170,"Link Method (String, DWGImportOptions, View, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f3112a35-91c2-7783-f346-8f21d7cb99b5.htm
1869,170,ImportExportFileFormat Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f43a36a6-ebce-29e2-693b-9b9867da026b.htm
1870,170,DeleteWorksetOption Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f49f5cf3-7707-f004-acec-e816ad74a08b.htm
1871,170,FindReferenceTarget Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/fbdbb834-08e1-98d8-f9dc-28a1c4068ab7.htm
1872,170,"Import Method (String, DWGImportOptions, View, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/1b1413fd-1358-709b-77a8-e383d6c1301e.htm
1873,170,"CreateSingleCategorySchedule Method (Document, ElementId, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/32780a72-3d3a-10d2-fece-c7016a21b79b.htm
1874,170,"CreateFreeForm Method (Document, RebarBarType, Element, IList(CurveLoop), RebarFreeFormValidationResult)",Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/38767c5e-0196-3359-69db-19d728873b19.htm
1875,170,AlignedFreeFormSetOrientationOptions Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/3f3bd792-6e89-1417-e11f-cd013a30b614.htm
1876,170,"Set Method (FamilyParameter, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5004314a-c77f-e469-1e03-395f5e17de5a.htm
1877,170,IExtElemChangeBeamSection Interface,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/671ee32a-30f6-57d4-1112-dd3ae1a8fbbe.htm
1878,170,SaveModifiedLinksOptionsForUnloadLocally Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/78055133-73c1-eac8-fbc2-2197ffe9d6a5.htm
1879,170,FloorFace Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7a34e4cb-0a5d-5299-813b-edfbe364953b.htm
1880,170,IPerformanceAdviserRule Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8c1a1af9-744f-9831-e8e6-84a44be93ec2.htm
1881,170,"Import Method (String, DGNImportOptions, View, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8e1bc344-210c-b202-8f37-8197b781beff.htm
1882,170,"Link Method (String, DGNImportOptions, View, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a5c932ef-4e3b-bf83-c7df-e9cc827eeaeb.htm
1883,170,IEntryPoint Interface,Autodesk.Revit.DB.Macros,RevitAPI,https://www.revitapidocs.com/2024/b12791d1-81ab-b326-2bc7-da785d78e1fc.htm
1884,170,RailingPathCurveJoinOption Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/bf5d6c5a-02db-6fba-973d-df9a5f3bc5d7.htm
1885,170,ICustomFieldProperties Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c468ee3f-5627-b99b-9219-cd807539e228.htm
1886,170,SelectionFilterAction Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c78f7e32-a50e-d092-c8c5-6371464a747c.htm
1887,170,IConnector Interface,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d5c02879-947d-d177-9c9a-52f662371da7.htm
1888,170,"CreateFreeForm Method (Document, RebarBarType, Element, IList(IList(Curve)), RebarFreeFormValidationResult)",Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/e412ef5a-baa0-64e3-858e-65f79316850a.htm
1889,169,"CopyElements Method (Document, ICollection(ElementId), XYZ)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0e533605-477f-dd92-2376-15ff7cd4411c.htm
1890,169,gbXMLExportComplexity Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/f1e171a8-a220-13c0-a088-853f43003bb8.htm
1891,169,"CreateSchedule Method (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/1ecd67b8-3b02-df2e-9b85-f8254aebf570.htm
1892,169,AssetPropertyType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/3463b8a3-5c87-63c0-03d1-a20e442f6f28.htm
1893,169,CurveProjectionType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5669d7b4-2440-877f-5889-9390af7f8542.htm
1894,169,GetElementFilterParametersForCategory Method,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7b1992bb-a55f-f872-b35b-0a2db840bf68.htm
1895,169,"AddTrigger Method (UpdaterId, Document, ElementFilter, ChangeType)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8b898464-dad4-36c6-7f06-9a5ca372d2fa.htm
1896,169,"FilteredElementCollector Constructor (Document, ElementId, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/968b52a0-de55-2f96-de40-968812bc41c7.htm
1897,169,"CreateFromIFC Method (Document, ExternalResourceReference, String, Boolean, RevitLinkOptions)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d31add6f-c574-2303-630c-95801988941d.htm
1898,168,gbXMLSpaceType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/12d333f9-5da5-053c-5e94-81525892baa3.htm
1899,168,GetElementFilterParameters Method,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/132d12c4-20b4-0b81-7c06-e5ad6f3f903f.htm
1900,168,ConceptualConstructionWallType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/f02d8d2d-735a-30d3-2a94-5ca37d8c05d0.htm
1901,168,gbXMLExportBuildingEnvelope Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/38b227f5-0d59-fef1-c617-a9ee57c80ff5.htm
1902,168,SpaceType Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/510b0084-dabb-815c-d8ee-891abf64b07d.htm
1903,168,"CheckoutElements Method (Document, ICollection(ElementId))",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5553298f-e8a3-13f1-3f1b-f3505e82eb5c.htm
1904,168,PointOnCurveMeasurementType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8bd00c68-1bcd-9bc9-c246-0f0c96962146.htm
1905,168,TessellatedBuildIssueType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b9f37bb0-1c2b-0fe9-a4e8-5a49d2b9b7ac.htm
1906,168,"GetSplittingCurves Method (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d99625f8-3fc4-aace-bfe7-b1705ea2d195.htm
1907,167,"GetDefaultNameForSchedule Method (Document, ElementId, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0d50a2aa-67b3-6a22-c832-8aa5a8360409.htm
1908,167,LinkLoadResultType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/11b095e1-24d9-91b9-ae2e-004f67c94d6e.htm
1909,167,PreviewFamilyVisibilityMode Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/efc5a721-5885-f63e-64af-83e0c93e6c45.htm
1910,167,FamilyPlacementType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2abb8627-1da3-4069-05c9-19e4be5e02ad.htm
1911,167,AnalyticalCurveType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/2c102724-4c8b-e648-31da-31fb383801fb.htm
1912,167,"AreElementsValidIntersectingReferences Method (Document, ICollection(ElementId))",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/62fea5bb-3058-55da-0310-9ee3de1b23f9.htm
1913,167,"Create Method (Document, View, ExternalResourceReference, DWGImportOptions, LinkLoadResult)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/64091c82-e7fe-ca69-7b08-f2df3d47e170.htm
1914,167,gbXMLBuildingOperatingSchedule Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/67ffcea7-1ebd-78c2-d8f3-b6cc5c3595d2.htm
1915,167,ConceptualConstructionFloorSlabType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/82690260-73b8-b923-99e0-ef6f66a0eb66.htm
1916,167,RebarShapeSegmentEndReferenceType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/92c3fafa-996d-cca9-cc7e-a73d4c94ae57.htm
1917,167,SystemCalculationLevel Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/943d63fc-da2f-f981-5668-8a45b34e0e91.htm
1918,167,ExportPaperFormat Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9ad6f7ad-a4d2-e471-e8f3-5f5d3c4f7405.htm
1919,167,AssociateElementParameterToFamilyParameter Method,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a047ea58-0351-b419-d856-85ed23734ee8.htm
1920,167,ElementFilterIsAcceptableForParameterFilterElement Method (ElementFilter),Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b04518c6-7501-b41e-e1a0-56970f23f64e.htm
1921,167,CannotCreateElementInView Property,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b1c0680e-2f86-038c-6d5a-04f6a3698009.htm
1922,167,TargetRebarConstraintType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/b5eb20bf-e887-41b4-f15c-0c1860799a8b.htm
1923,167,ConceptualConstructionRoofType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/c650c305-159f-20a2-457a-8d2cbfe2dc1a.htm
1924,167,PartEdgeConditionOrientation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/da54576e-5aa4-7886-4bcf-0ad11b3c6a49.htm
1925,167,FamilySizeTableErrorType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/daca2b01-2286-87d3-ada3-621c792b2cf4.htm
1926,167,"IsElementValidIntersectingReference Method (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e12094d2-0ca5-74a9-33b4-3108e8b19bfd.htm
1927,166,RebarShapeArcReferenceType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/0552910e-83f5-70bb-4b87-14ce00d10bdb.htm
