rank,score,title,namespace,assembly,url
1928,166,"Create Method (Document, View, ExternalResourceReference, SKPImportOptions, LinkLoadResult)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/08d45da9-2535-6486-06b5-c74aaed30fcd.htm
1929,166,"Create Method (Document, View, ICollection(ElementId), Int32, Line, Double, ArrayAnchorMember)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0bd37bef-5d5a-f65e-c05b-e4ef78ff6cb7.htm
1930,166,SaveModifiedLinksOptions Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0d60b26d-4684-453f-4b90-e252334dac5e.htm
1931,166,SheetDuplicateOption Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0d924cfe-327d-d3ca-9576-9e3280a1b1a4.htm
1932,166,WallpaintApplicationType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/0e5c8c37-31fb-1271-a00a-4695457564fb.htm
1933,166,"GetPointCloudRegionOverrideSettings Method (ElementId, String, Document)",Autodesk.Revit.DB.PointClouds,RevitAPI,https://www.revitapidocs.com/2024/10f17433-17b0-3013-e9c6-b6630aeef9b8.htm
1934,166,DimensionStyleType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/130b0264-615d-610e-38e0-4ce2a8e2aecd.htm
1935,166,ReferenceBaseOnHostType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/13a3d927-757f-651a-0729-cf0307759851.htm
1936,166,PointOnCurveMeasureFrom Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/144dc931-4f06-cb80-2b6b-8479ab21920a.htm
1937,166,ProfileFamilyUsage Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/16e9b7c3-f2bd-cdd5-ac71-04a1d4b5a6c4.htm
1938,166,ScheduleFieldDisplayType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e7f18e54-26a9-88f7-15ef-4c3a1f7bf066.htm
1939,166,"AddCutBetweenSolids Method (Document, Element, Element)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/eb10c2f6-4d13-0437-12aa-06be28c1b927.htm
1940,166,"AddCutBetweenSolids Method (Document, Element, Element, Boolean)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/eb640bff-a6be-d931-afbf-df3bc7a1a869.htm
1941,166,SolidglassTransmittanceType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/ef0c2dea-babe-b184-6321-a958ba387e9b.htm
1942,166,LoadOperationType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ef5d6ee8-e822-264a-b0fd-174935999f72.htm
1943,166,ApplicationMacroOptions Enumeration,Autodesk.Revit.DB.Macros,RevitAPIMacros,https://www.revitapidocs.com/2024/f2e09bb1-8f51-089d-dc36-c76c9a1fb683.htm
1944,166,"GetExportId Method (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f410a32a-f9dd-32b3-b640-3cfa90e8b168.htm
1945,166,WallSweepType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f66354e5-a9c6-de97-695c-4a2fba036232.htm
1946,166,"Create Method (Document, View, ExternalResourceReference, STLImportOptions, LinkLoadResult)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f80fa638-1c8d-a296-c3bd-a605e426c96e.htm
1947,166,TableViewUIUtils Class,Autodesk.Revit.UI,RevitAPIUI,https://www.revitapidocs.com/2024/fa8b5de3-34e7-aa77-d2ae-9862d6ec772d.htm
1948,166,"GetDefaultNameForSchedule Method (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/fb59c48e-a7ab-1c99-60bb-3cda123691bb.htm
1949,166,"Create Method (Document, View, ExternalResourceReference, OBJImportOptions, LinkLoadResult)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/1d3bc841-087f-0b7a-458f-802153229f60.htm
1950,166,ExportUnit Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/1d3eb4f4-81d2-10a6-3eab-4a9c20e39053.htm
1951,166,FabricTagComponentReference Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/1dfce1e3-f3df-b4e1-e87a-675c6a3240c9.htm
1952,166,ExportColorMode Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/20b1158b-d5ab-057d-d780-a4870d0c2a5b.htm
1953,166,ExportTextQualifier Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/21d248e0-364a-8e01-3a43-dfc34fb979bc.htm
1954,166,"GetLinePattern Method (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/230a23fa-45d0-d698-2e2d-61d2ecfad0a6.htm
1955,166,WallKind Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/24ac7c1a-1dba-a5c1-fe13-e2a90e4b9488.htm
1956,166,StructuralWallUsage Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/27172688-7a15-3991-240c-13705909ba51.htm
1957,166,BendingDetailBendDiameterDimensionType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/28a9c40f-0885-295e-01d8-079a294c51e5.htm
1958,166,UIView Class,Autodesk.Revit.UI,RevitAPIUI,https://www.revitapidocs.com/2024/2a070256-00f0-5cab-1412-bee5bbfcfc5e.htm
1959,166,CoordinatePlaneVisibility Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2b8a35d2-832a-ba8a-3d74-4998e6183536.htm
1960,166,BendingDetailDimensionTextPosition Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/2f710aa2-66b5-0995-1486-35482acd107e.htm
1961,166,ExternalResourceLoadStatus Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2f8c9146-6ae2-49a7-0a8b-cd544077602e.htm
1962,166,DocumentEntryPoint Class,Autodesk.Revit.UI.Macros,RevitAPIUI,https://www.revitapidocs.com/2024/35587825-07cb-c541-40d6-3c648cbb5d08.htm
1963,166,WallpaintFinishType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/378d0061-9fcf-7b1b-b4c7-c00744d727e6.htm
1964,166,RoutingPreferenceErrorLevel Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/37b1540d-5fe8-7666-b284-4f8d11c14f45.htm
1965,166,ViewActivatingEventArgs Class,Autodesk.Revit.UI.Events,RevitAPIUI,https://www.revitapidocs.com/2024/3b279e84-422c-ddc4-44df-fa5498124b14.htm
1966,166,ImportPlacement Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3c54b2eb-2378-c692-4c00-46088b684604.htm
1967,166,ViewActivatedEventArgs Class,Autodesk.Revit.UI.Events,RevitAPIUI,https://www.revitapidocs.com/2024/3c54cedc-bdbd-fb2c-2250-cb7387a5c3d4.htm
1968,166,BendingDetailFor3DShapesOptions Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/3daf2ae9-b313-b278-f462-e91412298a52.htm
1969,166,CutLineType Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/3dc12e49-711d-cdba-0d16-6b43302a03fd.htm
1970,166,RowHeightOverrideOptions Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3f75752e-c4df-90c9-e296-ac604f8c4fd9.htm
1971,166,PartType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4182a378-a3cc-7f0c-87b3-d230c2540267.htm
1972,166,IFCProjectLevelGUIDType Enumeration,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/49620efb-cc13-70af-af38-c8e823d4ee2a.htm
1973,166,"GetPointCloudScanOverrideSettings Method (ElementId, String, Document)",Autodesk.Revit.DB.PointClouds,RevitAPI,https://www.revitapidocs.com/2024/499db414-b5a3-2ca6-b52b-21ed90c5d0d5.htm
1974,166,PDFExportQualityType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4a0d5aa2-42d5-914c-71ed-05c71575f562.htm
1975,166,BendingDetailTypeMultipleValuesIndicatorOptions Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/4c1439fb-dbbf-97c2-4160-587bdd875535.htm
1976,166,ExternalFileReferenceType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4ccfe92f-71d9-e9d6-c308-5a178186837b.htm
1977,166,DimensionShape Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4ed85868-6ad0-6fdb-c648-6f7ee7738fd2.htm
1978,166,NavisworksExportScope Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5133006b-034f-1f05-5b8b-37aa7f12c4e0.htm
1979,166,AnalyticalCurveSelector Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/52eafef1-198c-a2d8-ebc3-615e96b6fbbb.htm
1980,166,FamilyInstancePlacingArgs Class,Autodesk.Revit.UI,RevitAPIUI,https://www.revitapidocs.com/2024/57954e0c-4ecc-6b12-41d1-10840640f50c.htm
1981,166,"VisibleInViewFilter Constructor (Document, ElementId, Boolean)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/59bb7117-1e7e-3567-1885-df33df9a71a0.htm
1982,166,StairsNumberSystemReferenceOption Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/5b9b34c5-9e7b-1b20-54a9-572a6459a075.htm
1983,166,ShowHiddenLinesValues Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5d2b053f-3eb4-9642-0339-1c42a6003d89.htm
1984,166,SolidGeometry Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5d324ccb-04a0-0044-dc7d-1e144163082d.htm
1985,166,AccessLevel Enumeration,Autodesk.Revit.DB.ExtensibleStorage,RevitAPI,https://www.revitapidocs.com/2024/60600a74-450d-a175-ce3d-12e91fb22cd2.htm
1986,166,ScheduleVerticalAlignment Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/62344232-f3c8-d73c-ae1d-3ed545a54b9c.htm
1987,166,LineScaling Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/66e96d4a-6c06-0c50-bd03-f1db2ae83efb.htm
1988,166,ExportResolution Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/671e963b-c211-17e7-2c26-5d772d34798a.htm
1989,166,PanelScheduleType Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/68aea073-b430-27da-74e9-29786610476b.htm
1990,166,"Create Method (Document, View, ICollection(ElementId), Int32, XYZ, ArrayAnchorMember)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/77e8c92f-6b48-0f3d-923c-2737a6d6e4ab.htm
1991,166,HorizontalCurveType Enumeration,Autodesk.Revit.DB.Infrastructure,Autodesk.CivilAlignments.DBApplication,https://www.revitapidocs.com/2024/786ce1c0-79de-428d-136f-265dc4cffe78.htm
1992,166,StairsPathLineShapeAtCorner Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/7a0d0391-3f99-9c82-9e1a-7be5672f66c2.htm
1993,166,ProfilePlaneLocation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7ee6064e-ae88-1efe-a030-dabfae9bacaf.htm
1994,166,ScheduleHorizontalAlignment Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/80fa3cbc-3cfe-bcfc-ac1f-9487c45f2908.htm
1995,166,SolidglassBumpEnableType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/885f2987-915e-d16f-0c24-10040202abf1.htm
1996,166,"FilteredElementCollector Constructor (Document, ICollection(ElementId))",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/901f78a0-1f6c-217b-ea48-8b404324e88b.htm
1997,166,IFCConnectedWallDataLocation Enumeration,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/90930859-e2e7-2204-aed0-d738af6c306d.htm
1998,166,WallSide Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/91c4f3e9-d268-dfcb-fed4-fcee840ceb3a.htm
1999,166,CurtainGridAlignType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/94295b0a-5660-e259-83b6-f27365ad0dae.htm
2000,166,FamilyHostingBehavior Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/978751ef-c881-d15f-405f-9a2e96577daf.htm
2001,166,"Create Method (Document, View, ExternalResourceReference, ImportOptions3DM, LinkLoadResult)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9f865136-661b-fa8f-0075-5dc009c49a72.htm
2002,166,ExportRange Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a0e98f2d-3da3-c6bb-a27e-7460f7293781.htm
2003,166,ExportEnergyModelType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a5e9c660-febe-e1c0-af58-47a55bde5443.htm
2004,166,SketchedCurveSlopeOption Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/aee63133-70ad-7902-c3b5-1f162151679b.htm
2005,166,BendingDetailSegmentLengthsDisplayOptions Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/b31596b6-b98a-e3ce-5a99-62589d74152a.htm
2006,166,ExtrusionAnalyzerFaceAlignment Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b5528756-9d84-ab2f-5f66-b8cf1e9e3536.htm
2007,166,ImageTypeStatus Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b84b2403-3c15-b917-ec36-7cca79c50c81.htm
2008,166,ExportColumnHeaders Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/bc6f688d-c781-fae9-628d-f7c4758d5b85.htm
2009,166,WallCrossSection Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c0017a61-ed27-8124-f3f7-17d73c446169.htm
2010,166,WallSweepOrientation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c290c137-1e53-8d4e-588a-f52d8a62122c.htm
2011,166,BendingDetailLevelOfDetail Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/c6900367-d935-4f51-74e9-402504e0baed.htm
2012,166,"Create Method (Document, View, ExternalResourceReference, SATImportOptions, LinkLoadResult)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c8186d19-7c97-d4f9-972f-29c37a44c0a4.htm
2013,166,"Create Method (Document, View, ExternalResourceReference, DGNImportOptions, LinkLoadResult)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ca1f1cab-fe22-7171-0ed2-4d1f8f0b9d3d.htm
2014,166,BendingDetailCustomFieldMultipleValuesIndicatorOptions Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/cbfa6696-d3eb-7f95-490b-5574908320e6.htm
2015,166,ScheduleFieldMultipleValuesDisplayType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cc6f0e5f-958c-8062-2b8f-b443b0fae708.htm
2016,166,RectangularGridSegmentOrientation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cc712c10-e391-eaf3-0441-ecc183f26846.htm
2017,166,WallFunction Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ccafc685-892f-511b-1db6-e7bf1116268d.htm
2018,166,FabricationDimensionType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d3793b6f-282c-3e9a-67f0-e80f38c47162.htm
2019,166,FamilySource Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d8554318-b292-2a6c-590a-c2af54c49ad6.htm
2020,166,TransmittedModelOptions Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d856a44d-2b55-d088-81b6-ddef46994c52.htm
2021,166,StructuralSectionShape Enumeration,Autodesk.Revit.DB.Structure.StructuralSections,RevitAPI,https://www.revitapidocs.com/2024/daaa1d33-7ee8-738a-5ab7-b93f056deaf8.htm
2022,166,FaceIntersectionFaceResult Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/dafc9c77-f17a-1ad8-0bcb-422b4309ee43.htm
2023,166,FabricHostReference Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/dd131f0d-8479-5f9b-49c2-3e3ac32151cf.htm
2024,166,FabricationAncillaryUsageType Enumeration,Autodesk.Revit.DB.Fabrication,RevitAPI,https://www.revitapidocs.com/2024/dd6f3990-d050-01e1-6272-f6183c31a97c.htm
2025,166,"VisibleInViewFilter Constructor (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e6535fb3-da90-3e01-ff5b-b08a0d1e9feb.htm
2026,165,"GetElementFilterFromRule Method (PerformanceAdviserRuleId, Document)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/00d71deb-c805-5def-2205-87e20bd5de07.htm
2027,165,IFCImportIntent Enumeration,Autodesk.Revit.DB.IFC,RevitAPI,https://www.revitapidocs.com/2024/07dbaa65-98da-4403-7c19-c234246584ba.htm
2028,165,SlabShapeCreaseType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/15cd619f-b946-f03b-bc51-291227889a22.htm
2029,165,ConnectorJointType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/183a74c2-92fe-e9fd-3757-0f4a2fa519b6.htm
2030,165,LinePatternSegmentType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/19143fde-b4c9-c466-557d-42a03bc289e5.htm
2031,165,LoadCombinationState Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/e996d993-abe2-a1f8-a722-aedf6e95cf4a.htm
2032,165,RailTagentJoinOption Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/ea503e96-b3eb-172e-acb4-180bfad56652.htm
2033,165,ElectricalLoadClassificationData Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/ebc257be-723e-afa2-ec03-c8aa3835858c.htm
2034,165,DuplicateTypeAction Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/edea3b11-e447-7ca1-bd8b-7d6709c5a699.htm
2035,165,WorksetVisibility Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f087ac23-9660-1367-9d88-aa83b1adf4c7.htm
2036,165,FailureProcessingResult Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f147e6e6-4b2e-d61c-df9b-8b8e5ebe3fcb.htm
2037,165,StructuralAssetClass Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f62eea04-3d37-6450-9d5b-52627d3e677b.htm
2038,165,ExportSheetType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f8556534-659a-7dba-36b3-c94c924eef9e.htm
2039,165,"Create3DOrthographic Method (Document, ElementId, ElementId, Boolean)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f87603e2-81cb-34d0-0f57-b80e392ebee8.htm
2040,165,TrussCurveType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/fa60989a-560f-93d2-cbef-5ab2e35a4fb6.htm
2041,165,"CreateParts Method (Document, ICollection(LinkElementId))",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/fcadf274-66b3-21df-aaba-00ea79c70dcb.htm
2042,165,ServiceType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ff14f10a-fc72-f74e-41cb-048d15a69433.htm
2043,165,FillPatternTarget Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/1ad95fb2-c693-47b3-e826-c726fd1a09b9.htm
2044,165,ScheduleSortOrder Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/22f0531d-3699-832b-c92e-966562b7c93a.htm
2045,165,"GetMinimumAllowedWidth Method (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/25772d7a-57ad-7638-3b6f-3426d4c64237.htm
2046,165,ReleaseType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/29394540-619a-61e0-abc2-449dc868e246.htm
2047,165,"AddTrigger Method (UpdaterId, Document, ICollection(ElementId), ChangeType)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2c6c9876-8f97-24be-9799-2adab7c75363.htm
2048,165,WorksetConfigurationOption Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2fe5f0c1-c4c7-ea97-541c-5ee61b397dce.htm
2049,165,ResolutionTarget Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3292e978-ddb2-0942-ee63-f783e7d15117.htm
2050,165,SetComparisonResult Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3310a68d-b67a-79cb-ea54-deb00d9f60d9.htm
2051,165,"Create Method (Document, View, ElementId, Int32, XYZ, ArrayAnchorMember)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/33520964-cb76-56b5-a303-bd2bad01adfe.htm
2052,165,LoadCaseCategory Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/33f1eed5-e7d8-c12c-596c-55e10ac14c15.htm
2053,165,"CreateHanger Method (Document, FabricationServiceButton, Int32, ElementId, Connector, Double, Boolean)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3a1e5eb4-e997-6d95-4c9c-3614aba235d7.htm
2054,165,StorageType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3dbebcb8-792b-a3dd-fe63-faaa05704f3c.htm
2055,165,ColorPreset Enumeration,Autodesk.Revit.DB.Lighting,RevitAPI,https://www.revitapidocs.com/2024/4637cb36-a5ab-ce69-4a8c-8f0d8a45f5fc.htm
2056,165,StructuralReleaseType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/48b5b1f8-9c23-7071-0b9a-52f5a5322027.htm
2057,165,ReferenceType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4cfd4e12-3613-c707-ed04-cd61bc7df347.htm
2058,165,"CreateMaterialTakeoff Method (Document, ElementId, ElementId, Boolean)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4e0033ee-64ac-a6ab-71ce-4b58de63ffdc.htm
2059,165,FabricationDimensionUnitType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4e5471e0-b4d5-4b55-afa8-66edda1c31b0.htm
2060,165,CapitalizationForLoadNames Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/526f8002-d587-dfa4-709e-514341a1edbd.htm
2061,165,ShapeImporterSourceFormat Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/556c092a-0afa-c38e-c784-3d9d919dc220.htm
2062,165,RailTypeDefaultJoinOption Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/580cccc7-8138-2dbd-38fe-c6b82a514997.htm
2063,165,ElectricalLoadClassificationSpace Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/5ad8b6fc-936c-156c-09d8-b47708477e84.htm
